id,name,path,size,quickXorHash,sensitivityLabelId,sensitivityLabelName,createdDateTime,lastModifiedDateTime
013YKIC6G2Y5SNIEWJRVJJTOBRCAKHUACJ,Project_KAM-Beta_Specs.docx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Betrieb-und-Projekte-Netzbetrieb/Project_KAM-Beta_Specs.docx,16887,Mv8eHKJET6cdpNvkGLQ53SQBL78=,,Confidential \ All Employees,2025-08-14T11:27:00Z,2025-09-08T21:36:00Z
013YKIC6GAQZJQSPIR75PJGXJWW7V3FPG4,Sales_Forecast_Q3_2023.tar.gz,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Betrieb-und-Projekte-Netzbetrieb/Sales_Forecast_Q3_2023.tar.gz,230400,hb3QJO9IdYhGvj7ENXhMHws+UPs=,,,2019-11-04T02:09:00Z,2020-10-17T19:03:00Z
013YKIC6FNBFMTXEADPFIY4FBSEJ6KEFLE,Training_Material_CyberSecurity_Beginner.txt,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Betrieb-und-Projekte-Netzbetrieb/Training_Material_CyberSecurity_Beginner.txt,44097,rwhlW8DEQRA9KGVEG2/GpF3mVVY=,,,2022-09-27T18:20:00Z,2024-09-28T02:43:00Z
013YKIC6AEXS3GJKPDOJL2OC6NTMKICJUX,Compliance_Report_ISO27001_2021.zip,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Facility-und-Workplace-Management/Compliance_Report_ISO27001_2021.zip,262144,nhYsGBblZR8VaP2h7rGvcQSb5sw=,,,2022-01-05T09:17:00Z,2025-02-12T07:41:00Z
013YKIC6BOFO2SSC4OJBPYABATPS6DPQW4,Contract_Addendum_CNT001_R2.pdf,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Facility-und-Workplace-Management/Contract_Addendum_CNT001_R2.pdf,330752,l7qhDx/h/+wh+zC10FUdupSLquM=,,,2016-11-11T11:20:00Z,2018-05-14T16:52:00Z
013YKIC6HEJX7HL5WJHZK2OXPL465HCQL6,Contract_Addendum_CNT123_R2.txt,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Facility-und-Workplace-Management/Contract_Addendum_CNT123_R2.txt,16432,9ZWO6HTuHHJhJWsSfVCGIYLdfrQ=,,,2025-10-30T14:48:00Z,2026-05-19T06:34:00Z
013YKIC6ADJD6D74ZSRFKLKGAGGYQMC7NE,Customer_Contract.pdf,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Facility-und-Workplace-Management/Customer_Contract.pdf,219136,IPLLct+g3kKONiJSALvM5rDesqI=,,,2016-08-02T10:08:00Z,2019-12-17T12:36:00Z
013YKIC6HX4H7F3MDNJFMK3R74KAU6G5WH,Customer_CUST2002_Contract.pptx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Facility-und-Workplace-Management/Customer_CUST2002_Contract.pptx,99328,WQIX8MUAr4wgKJXu2UNdtf9UxgI=,,,2017-05-27T20:37:00Z,2018-10-01T05:43:00Z
013YKIC6ABG2W7VTI4XBJ2HEFS4SAELCDW,Employee_MÃ¼ller_Sophie_Resume.tar.gz,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Facility-und-Workplace-Management/Employee_MÃ¼ller_Sophie_Resume.tar.gz,232448,GgWLXPOFpE1ORebB4wCYV401p1U=,,,2022-12-25T18:09:00Z,2024-02-11T11:53:00Z
013YKIC6G7PWR3JRQM65J23JPTLXXLE7FY,Employee_Resume_Smith.docx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Facility-und-Workplace-Management/Employee_Resume_Smith.docx,16942,TMPOlWxTPcyGY12Xow5S6nabcz4=,,Confidential \ All Employees,2022-02-25T11:08:00Z,2023-09-27T11:36:00Z
013YKIC6AYIJYNJGNYNNMZR7C6NDEV7GLL,Marketing_Campaign_SummerPromo_Nov.docx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Facility-und-Workplace-Management/Marketing_Campaign_SummerPromo_Nov.docx,16969,BQNbr+rC/SMtZM1pvjJ0Lnjlsr0=,,Confidential \ All Employees,2025-03-24T23:47:00Z,2025-10-26T14:35:00Z
013YKIC6GWIEUGMSS5ZBL2MD4RHZXCNMTY,Legal_Agreement_NDA_AcmeCorp.zip,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Facility-und-Workplace-Management/Legal_Agreement_NDA_AcmeCorp.zip,242688,OI0yxIRzuYWQimUUmMMzMNmHENw=,,,2016-03-27T08:17:00Z,2023-04-09T06:41:00Z
013YKIC6BPSP7MFILQPZOK34CK2DAOEUTV,Project_DEV-Phoenix_Specs.xlsx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Facility-und-Workplace-Management/Project_DEV-Phoenix_Specs.xlsx,63488,IkNqx+LtVFkTHTv7sNHQ4hjpDx4=,,,2022-12-25T18:09:00Z,2024-02-11T11:53:00Z
013YKIC6EVCZ6TAKVNAFMIRWR563RM2NII,Operations_SOP_SOP001.pptx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Facility-und-Workplace-Management/Operations_SOP_SOP001.pptx,429056,rs9BfOiSOUdyXDtijO232Hk9IiY=,,,2024-10-31T06:11:00Z,2025-10-25T03:58:00Z
013YKIC6BOLYIY5Q3IPZKLKXRPMSXOAKPR,Sales_Forecast_Q3_2021.pptx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Facility-und-Workplace-Management/Sales_Forecast_Q3_2021.pptx,377856,cgACNu1Z+4T8ysLiTE/h9rWhaIM=,,,2023-10-06T13:48:00Z,2024-09-11T11:42:00Z
013YKIC6CRCICT3XBGORPLYFUACPDR22CT,Budget_Plan_Finance_FY2024.txt,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/GB-Betrieb-und-Projekte-Finanzen-Finanzmanagement-Controlling/Budget_Plan_Finance_FY2024.txt,32870,BsatsYxihHVjli8yTVMIWaeF3AE=,,,2016-04-28T00:02:00Z,2017-12-26T03:00:00Z
013YKIC6EGIZKRCQC5W5OZP6B3PZCM32BN,Compliance_Report_ISO9001_2021.zip,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/GB-Betrieb-und-Projekte-Finanzen-Finanzmanagement-Controlling/Compliance_Report_ISO9001_2021.zip,448512,PEyEM2NGm/d4Zsu1EQlxDWGM1PI=,,,2023-05-06T19:23:00Z,2023-11-28T02:18:00Z
013YKIC6CRV7JA33D44BPZLOHWAA374QXK,Customer_Contract.pptx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/GB-Betrieb-und-Projekte-Finanzen-Finanzmanagement-Controlling/Customer_Contract.pptx,381952,Jq0RS2X7zCNoJVDhsd4SElkY9Nw=,,,2024-04-17T22:22:00Z,2025-04-04T02:55:00Z
013YKIC6E5UPVR6LLBFBKYOGLS3C6POGNU,HR_Onboarding_EMP789_MÃ¼ller.docx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/GB-Betrieb-und-Projekte-Finanzen-Finanzmanagement-Controlling/HR_Onboarding_EMP789_MÃ¼ller.docx,16737,Xch+Ni7KOaCVxxGCG9x8/Atf5sk=,,Confidential \ All Employees,2023-05-06T19:23:00Z,2023-11-28T02:18:00Z
013YKIC6GNBGD4NHOWOJN3FKJIPYAOO4LJ,IT_Ticket_TKT00123_Hardware.txt,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/GB-Betrieb-und-Projekte-Finanzen-Finanzmanagement-Controlling/IT_Ticket_TKT00123_Hardware.txt,35855,QsTt2oOHgyIPNnqMHem5h+EcNz4=,,,2017-02-21T10:31:00Z,2022-10-11T21:07:00Z
013YKIC6GHI4MEWL64RJIJHSF7FM7DDH2V,Marketing_Campaign_NewYear_Aug.docx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/GB-Betrieb-und-Projekte-Finanzen-Finanzmanagement-Controlling/Marketing_Campaign_NewYear_Aug.docx,17560,RvowjcDVaMmavXy8Do2vzjG4ztM=,,Confidential \ All Employees,2022-03-25T02:09:00Z,2025-04-24T10:43:00Z
013YKIC6BOELYC4VQ55RIIX53TE7LYFYNC,Operations_SOP_SOP045.tar.gz,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/GB-Betrieb-und-Projekte-Finanzen-Finanzmanagement-Controlling/Operations_SOP_SOP045.tar.gz,496640,/njorL/2p0OyZl/smKECHTOngvY=,,,2017-08-05T10:38:00Z,2022-07-12T04:50:00Z
013YKIC6AWSIIZJ3GY5FMZPBULVPOFZNK4,Project_KAM-Alpha_Scope.pptx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/GB-Betrieb-und-Projekte-Finanzen-Finanzmanagement-Controlling/Project_KAM-Alpha_Scope.pptx,310272,2kND7CR4FvLCUH5Uv8uwkChw2aU=,,,2024-04-17T22:22:00Z,2025-04-04T02:55:00Z
013YKIC6ALTVP3GB72VZOZTB32LMKAOSBF,Project_KAM-Alpha_Scope.txt,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/GB-Betrieb-und-Projekte-Finanzen-Finanzmanagement-Controlling/Project_KAM-Alpha_Scope.txt,21512,anAt+QphCRF/lnfuJxgXMlVgHwo=,,,2024-07-16T07:51:00Z,2024-12-22T22:01:00Z
013YKIC6DM6ALMJWKJYVPKX6O2OJWPSHFA,Salary_Overview_Sales_Aug.pptx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/GB-Betrieb-und-Projekte-Finanzen-Finanzmanagement-Controlling/Salary_Overview_Sales_Aug.pptx,309248,srj97euRNXxKXoW34xVzJUCLuzw=,,,2017-10-08T11:34:00Z,2017-11-15T08:17:00Z
013YKIC6EYLJ764PM5SNOJIX7RJDAVG45E,Training_Material_Leadership_Beginner.pptx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/GB-Betrieb-und-Projekte-Finanzen-Finanzmanagement-Controlling/Training_Material_Leadership_Beginner.pptx,55296,4ON+Z1iibE38AN6Nnzi5UBBVv/k=,,,2013-09-01T07:51:00Z,2015-08-10T21:01:00Z
013YKIC6E672U263S7AVPJQGAJ5L327L3B,Contract_Addendum_CNT123_R1.txt,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/GB-Betrieb-und-Projekte-Technologie-Softwareentwicklung/Contract_Addendum_CNT123_R1.txt,45076,DiB13iMJ6QQEAn+aoZCV5Cn8Bv8=,,,2016-04-16T15:17:00Z,2019-01-11T20:31:00Z
013YKIC6CURUA5CFPYIVLZQXA5HTZ4EILA,Contract_Addendum_CNT456_R2.xlsx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/GB-Betrieb-und-Projekte-Technologie-Softwareentwicklung/Contract_Addendum_CNT456_R2.xlsx,17408,1FNFk1ZkGHTk0lufCmkxzXe3KR0=,,,2011-04-22T22:06:00Z,2017-04-23T13:32:00Z
013YKIC6B7BRHBXZOUR5PZG23DCT5CK4EY,Customer_Contract.docx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/GB-Betrieb-und-Projekte-Technologie-Softwareentwicklung/Customer_Contract.docx,17439,tKBuOUWVXP6JfdoE96uEeqVowwc=,,Confidential \ All Employees,2022-03-23T06:29:00Z,2024-04-04T23:53:00Z
013YKIC6HK6ZMY6AHDBJNI6MILB7IWJM4Z,Customer_CUST7007_Contract.txt,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/GB-Betrieb-und-Projekte-Technologie-Softwareentwicklung/Customer_CUST7007_Contract.txt,5147,uaDso3ey/UPiUhUQMqtV/WbhOoE=,,,2018-08-17T08:24:00Z,2021-11-25T04:23:00Z
013YKIC6BQ3ZQVSZEDQBO3HBYZ4V2VN3C2,HR_Onboarding_EMP456_Wagner.xlsx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/GB-Betrieb-und-Projekte-Technologie-Softwareentwicklung/HR_Onboarding_EMP456_Wagner.xlsx,53248,OZ+hwmiQeTjrAdtOLFcY14xTmi0=,,,2023-08-24T17:57:00Z,2024-04-22T19:37:00Z
013YKIC6HXMS7UI2IKFJO2Q5Z2V5E6XEIQ,Invoice_2024_1001.pdf,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/GB-Betrieb-und-Projekte-Technologie-Softwareentwicklung/Invoice_2024_1001.pdf,395264,/rqKGdqa+3N01+HTZXu5W2TGWNc=,,,2023-06-21T06:55:00Z,2023-11-28T21:22:00Z
013YKIC6BDECPQSRLWDJMJCHSS732P4EX3,Legal_Agreement_SOW_FastRetail.tar.gz,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/GB-Betrieb-und-Projekte-Technologie-Softwareentwicklung/Legal_Agreement_SOW_FastRetail.tar.gz,73728,NtHzqCC4f9tMN6HXvqVQDrBRQks=,,,2018-01-30T23:06:00Z,2021-07-08T13:32:00Z
013YKIC6EB3JO7MMR54ZLJ6S34ZF7Q3P5F,Project_KAM-Alpha_Scope.xlsx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/GB-Betrieb-und-Projekte-Technologie-Softwareentwicklung/Project_KAM-Alpha_Scope.xlsx,8192,1lGGRKPUlyZvie6R8VCQKrYfNGs=,,,2023-07-15T18:46:00Z,2024-12-20T15:21:00Z
013YKIC6BFNSRPFTGAERJIFGC6Z6W3JE7P,PurchaseOrder_PO5678.zip,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/GB-Betrieb-und-Projekte-Technologie-Softwareentwicklung/PurchaseOrder_PO5678.zip,609280,p7gsFe4HN+Jj6Vwofmr6qyxRuI0=,,,2023-02-22T21:26:00Z,2023-06-06T14:27:00Z
013YKIC6HOIUXHJ7S4JFPJKBKJF3YZGQ3X,RnD_Prototype_Neptune_v1.0.xlsx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/GB-Betrieb-und-Projekte-Technologie-Softwareentwicklung/RnD_Prototype_Neptune_v1.0.xlsx,28672,si3d9dZBQ48eovT60UWAQIX6olo=,,,2023-11-11T04:15:00Z,2024-06-19T08:28:00Z
013YKIC6B6OAD2T5IV75K2OPETE7QI5VUD,Training_Material_ProjectManagement_Intermediate.pptx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/GB-Betrieb-und-Projekte-Technologie-Softwareentwicklung/Training_Material_ProjectManagement_Intermediate.pptx,90112,cPUIGmJMre75+kbqApBKB4mFFug=,,,2023-06-21T06:55:00Z,2023-11-28T21:22:00Z
013YKIC6HFTODR5TCVLZNKUJZBRPWQIUUK,Annual_Report_2024.tar.gz,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Technologie-Network-Engineering/Annual_Report_2024.tar.gz,417792,zmzOIqcSQ2p62q23A/yJicRgGcw=,,,2014-11-08T07:43:00Z,2015-01-08T04:18:00Z
013YKIC6GAE6WKVJQ255I34E2EBLWCMUJT,Annual_Report_2024.txt,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Technologie-Network-Engineering/Annual_Report_2024.txt,6255,WEYiwlHSUVTWZDmRpyzPY4H2GGE=,,,2024-06-11T23:55:00Z,2025-08-03T08:17:00Z
013YKIC6DLWT7NHW6L6FIZOBPQJ4ODQNQR,Customer_CUST4004_Contract.pptx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Technologie-Network-Engineering/Customer_CUST4004_Contract.pptx,389120,3d5yE0uPW1g7blDAXAlcbaAPh14=,,,2021-12-19T15:21:00Z,2025-04-16T16:04:00Z
013YKIC6GKFPZF3AHMARI3YQCFDLUXZCQM,Finance_Audit_2024_Q3.zip,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Technologie-Network-Engineering/Finance_Audit_2024_Q3.zip,68608,ftTK4tfePU77XAuswCNi8Xs5X8s=,,,2024-06-11T23:55:00Z,2025-08-03T08:17:00Z
013YKIC6AJPGH2DU4SLRKZZDLT4LPXL5SZ,Invoice_2021_3021.zip,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Technologie-Network-Engineering/Invoice_2021_3021.zip,380928,HI8zWow9XIJAj7KSk2AaQiXp7Yw=,,,2017-02-03T12:41:00Z,2021-05-20T17:58:00Z
013YKIC6CMBNULOSE5XVKY6H6TGOUYYQ2R,Invoice_2024_1001.pptx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Technologie-Network-Engineering/Invoice_2024_1001.pptx,502784,w+/qK8AXyJ69i2ynaViUqxeJMu8=,,,2023-04-01T06:32:00Z,2024-04-01T22:03:00Z
013YKIC6F5M6VEAN6QUJPLPYSBSSYEWJXZ,IT_Ticket_TKT00456_Security.zip,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Technologie-Network-Engineering/IT_Ticket_TKT00456_Security.zip,90112,Q+yvTKMqQYyM7wVtWhG9ekRLiFE=,,,2023-01-27T20:30:00Z,2023-08-25T19:03:00Z
013YKIC6DANRAFP523UJKZLWL4U3KROLFW,Project_KAM-Beta_Specs.tar.gz,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Technologie-Network-Engineering/Project_KAM-Beta_Specs.tar.gz,266240,8V450TI6WjnOw7p2+owNgzwElBo=,,,2024-11-25T07:32:00Z,2025-02-20T23:03:00Z
013YKIC6DWGVB64STBFVLLPXGU3BALD3WO,Project_KAM-Beta_Specs.xlsx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Technologie-Network-Engineering/Project_KAM-Beta_Specs.xlsx,28672,Uultv305ZKLXsjCiyIf0lTUM35Q=,,,2019-04-28T06:32:00Z,2021-03-10T23:03:00Z
013YKIC6C2XAG4FDOH75N2IL5XSKI2TT5S,PurchaseOrder_PO1001.txt,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Technologie-Network-Engineering/PurchaseOrder_PO1001.txt,39985,AUGogExbBAACwRw5K16UK3lURhU=,,,2018-11-20T20:30:00Z,2019-06-18T19:03:00Z
013YKIC6AO3UX427X72JO2BI6SCCOYKCDH,Salary_Overview_RnD_Nov.txt,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Technologie-Network-Engineering/Salary_Overview_RnD_Nov.txt,46140,0oinIH1LJ2CGjeL2pla8jbIKz4g=,,,2013-06-01T23:55:00Z,2017-05-12T08:17:00Z
013YKIC6HJA4KDXCKW55OZQQ6JKC7ZV723,Sales_Forecast_Q2_2025.zip,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Technologie-Network-Engineering/Sales_Forecast_Q2_2025.zip,154624,Qq59ZIFD5KIlU3P3/H5U1hUsb3g=,,,2017-02-03T12:41:00Z,2021-05-20T17:58:00Z
013YKIC6BMJTPXWD6AEJL2F6DMBHHIXZIA,Support_Case_CASE123_Medium.pdf,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Betrieb-und-Projekte/Technologie-Network-Engineering/Support_Case_CASE123_Medium.pdf,100352,GRDYj8e+PVZwxoDpDTEchSw45BQ=,,,2024-12-26T07:43:00Z,2025-03-19T15:20:00Z
013YKIC6G7OCXMRTQ4OFJIS63BJ4LSPRQA,Annual_Report_2024.xlsx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Finanzen-und-Verwaltung/Facility-und-Workplace-Management/Annual_Report_2024.xlsx,19456,Q2GnOFtw4//PbgmmFTzcjMnur54=,,,2023-05-26T15:33:00Z,2024-10-27T17:56:00Z
013YKIC6D7AA5ULKENC5M2Q3UG2LXPAWWC,Budget_Plan_Operations_FY2025.zip,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Finanzen-und-Verwaltung/Facility-und-Workplace-Management/Budget_Plan_Operations_FY2025.zip,745472,CaHd41KC7B186pomcz8/asAHuI8=,,,2019-09-13T15:33:00Z,2022-07-25T16:56:00Z
013YKIC6HH6FGHMJ3WJFJZO3B4CU4MDPFD,Employee_Meyer_Max_Resume.xlsx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Finanzen-und-Verwaltung/Facility-und-Workplace-Management/Employee_Meyer_Max_Resume.xlsx,91136,mV0uet0FJMOgiq8UGXbaEyweLd0=,,,2022-03-23T23:34:00Z,2025-03-13T17:12:00Z
013YKIC6GZTT3MGMZ6PNOLH2PGQ6CJTATQ,Employee_Resume_Smith.pdf,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Finanzen-und-Verwaltung/Facility-und-Workplace-Management/Employee_Resume_Smith.pdf,183296,agNi9EnBsJKoJ3uwg1y1nCL2Qng=,,,2011-06-09T18:14:00Z,2023-06-09T16:01:00Z
013YKIC6G32TRUFTKLD5IKRSBKTFKM7LOC,Employee_Resume_Smith.zip,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB2/GB-Finanzen-und-Verwaltung/Facility-und-Workplace-Management/Employee_Resume_Smith.zip,166912,PN9Shs5CTEnUeIYhpViJR4vlYd8=,,,2011-08-19T15:33:00Z,2015-08-19T16:56:00Z
